Respondent ID,Branch,Function,Consent for care call engagement,Please select your gender,Kindly select age group,"Are you aware of the current EWP, including health and wellness initiatives offered by the organization?",Did you participate in the wellness caravan during the wellness month?,"If No to Question 10, please state your reason for not participating","Reflecting on your experiences in 2025, which personal factors have affected your well-being? (Select all that apply.)",Personal Factors Affecting Wellbeing - Career/Education,Personal Factors Affecting Wellbeing - Work Stressors,Personal Factors Affecting Wellbeing - Work-Life Imbalance,Personal Factors Affecting Wellbeing - Gen-Z Protests,Personal Factors Affecting Wellbeing - Marital Issues,Personal Factors Affecting Wellbeing - Financial Challenges,Personal Factors Affecting Wellbeing - Relationship Difficulties,Personal Factors Affecting Wellbeing - Parenting Challenges,Personal Factors Affecting Wellbeing - Anxiety/Depression,Personal Factors Affecting Wellbeing - Traumatic Experiences,Personal Factors Affecting Wellbeing - Loss & Grief,Personal Factors Affecting Wellbeing - Alcohol/Dependency,Personal Factors Affecting Wellbeing - Chronic Diseases,Personal Factors Affecting Wellbeing - Other,"During the year 2025, have you accessed the Employee Assistance Program counselling services?","If No to Question 13, please state your reason for not participating","Based on the current economic developments, what financial empowerment programs would you like to be implemented in the EWP program?",Financial Empowerment - Debt Management,Financial Empowerment - Retirement Planning,Financial Empowerment - Investment,Financial Empowerment - Financial Planning,Financial Empowerment - Other,Which areas of mental health and wellbeing would you propose to be included in the wellness program to address your needs?,Mental Health/Wellbeing Focus - Lifestyle Diseases,Mental Health/Wellbeing Focus - Addiction/Stigma,Mental Health/Wellbeing Focus - Men/Women Forum,Mental Health/Wellbeing Focus - Relationships/Marriages,Mental Health/Wellbeing Focus - Parenting/Childcare,Mental Health/Wellbeing Focus - Awareness Sessions,Mental Health/Wellbeing Focus - Financial Literacy,Mental Health/Wellbeing Focus - Workplace Relationships,Mental Health/Wellbeing Focus - Teens Program,Mental Health/Wellbeing Focus - Other,What would you recommend to the organization to cultivate a healthy work environment that promotes maximum productivity? Please prioritize your suggestions:,"Embrace teamwork among colleagues through employee engagement forums/ sporting activities, team building","Initiate family visit days to the office- e.g., during customer service week…",Improve social support structures among employees/team members,State any other program…,I am interested in the Mental Health Peer Counselling Training Program,I am interested in being trained as a wellness champion,Did you participate in the 2024 survey?,"If you participated in the 2024 survey , what changes have you observed",Any suggestions to include in our next survey?
118936994292,Bishops Gate,Operations,Yes,Male,25-34,Yes,No,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,Investment,,,,,,,,,,,,,NONE,Not Important.,Important,Not Important.,Not Important.,,Yes,Yes,No,NONE,NONE
118937001657,Absa Headquarters (KE),Business Banking,Yes,Male,35-44,Yes,No,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,COPING WELL,,,,Investment,,,,,,,,,Increased awareness sessions on mental health issues,,,,,Important,Important,Not Important.,Important,,Yes,Yes,No,NONE,OVERALL WORKPLACE WELLBEING
118937013111,Bishops Gate,Customer Service,Yes,Female,25-34,Yes,No,DIDNT HAVE DETAILS,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,COPING WELL,,Debt management,,Investment,,,,,,,,,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,,,,Important,Important,Important,Not Important.,,Yes,Yes,No,NONE,NONE
118937018234,Absa Headquarters (KE),Collections,Yes,Female,35-44,Yes,No,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,Personal financial management,,Retirement planning,Investment,Financial planning,,,,,,,,,,,,COMMUNICATION/BURNOUT,Important,Important,Important,Important,,Yes,Yes,No,NONE,NONE
118937022760,Bishops Gate,Contact Centre,Yes,Female,25-34,Yes,No,NEW TO THE TEAM,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,COPING WELLL,,,,,,NONE,,,,,,,Increased awareness sessions on mental health issues,,,,,Important,Important,Important,Urgent,,No,No,Yes,NONE,NONE
118937028285,Bishops Gate,I.T,Yes,Female,25-34,No,No,NEW TO THE TEAM,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,ACCESS IN FUTURE,Personal financial management,,,Investment,,,,,,,,,Increased awareness sessions on mental health issues,,,,,Important,Important,Not Important.,Important,,Yes,Yes,No,NONE,NONE
118937036214,Absa Headquarters (KE),CDO,Yes,Female,25-34,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGEABLES,,,,Investment,,ALL ASPECT,,,,,,,,,,,NONE,Important,Important,Important,Important,,Yes,Yes,Yes,NONE,NONE
118937430917,Bishops Gate,Collections,Yes,Male,25-34,Yes,Yes,,,Not Selected,Not Selected,Not Selected,Gen-Z protests,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,managing well,Personal financial management,,,,,,,,,,,,,,,,NONE,Important,Urgent,Not Important.,Important,,Yes,Yes,No,none,
118937433879,Bishops Gate,Customer Service,Yes,Male,25-34,No,No,NEW TO THE TEAM,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,ACCESS THEM LATER,,,Retirement planning,,,,,,,,Building healthy relationships/marriages,,,,,,,Important,Important,Important,Important,,Yes,Yes,No,NONE,NONE
118937436117,Bishops Gate,Contact Centre,Yes,Female,25-34,Yes,No,NEW TO THE TEAM,,Not Selected,Not Selected,Not Selected,Gen-Z protests,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,BURNOUT FROM PROTEST,No,COPING WELL,,,,Investment,,,,,,,,,Increased awareness sessions on mental health issues,,,,BURNOUT,Important,Urgent,Important,Urgent,,No,Yes,No,NONE,
118937440140,Queensway House,Teller/Cashier,Yes,Male,45-54,Yes,No,I WAS AWAY,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,CONSIDERING TP SEEK THE SERVICES,,,,,,NONE,,,,,,,,Money matters/Financial coaching and literacy sessions,,,,Important,Important,Not Important.,Not Important.,,Yes,No,No,NONE,NONE
118937442726,Absa Headquarters (KE),Credit,Yes,Female,45-54,No,No,JOINED IN RECENTLY,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,WORK ,No,JOINED RECENTLY,Personal financial management,,,,,,,,,,,,,,,,WORK LIFE INTEGRATION AND EMOTIONAL INTELLIGENCE,Important,Important,Not Important.,Important,,Yes,Yes,No,NONE,NONE 
118937457228,Kitengela Plaza Branch,Sales,Yes,Male,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,managing well,,,,,,NONE,,,,,,,,,,,WORK LIFE INTEGRATION,Important,Important,Important,Important,,No,No,Yes,FEELING CARED FOR,NONE
118937458981,Kitengela Plaza Branch,Sales,Yes,Male,45-54,Yes,No,DEMANDINGJOB,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Loss and Grief,Not Selected,Not Selected,Not Selected,No,LOCATION,Personal financial management,,,,,,,,,,,,Increased awareness sessions on mental health issues,,,,,Important,Important,Important,Important,,Yes,Yes,No,NONE,NONE
118937465466,Bunyala Road Branch,Sales,Yes,Female,35-44,Yes,No,NOT AVAILABLE,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,NOT INTERESTED,,,,,,,,,,,,,,,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Important,Important,Not Important.,Not Important.,,No,No,No,NONE,NONE
118937467964,Market Branch,Sales,Yes,Female,45-54,Yes,Yes,,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,no motivation,Personal financial management,,,,,,,,,,,,,Money matters/Financial coaching and literacy sessions,,,,Urgent,Urgent,Not Important.,Urgent,,No,No,No,none,none
118937469817,Changamwe Branch,Sales,Yes,Female,45-54,No,No,,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"Chronic Diseases (nuclear family, parents, other extended family members",Not Selected,No,MANAGING WELL,,,,,,NONE,,,,,,,,,,,NONE,Important,Important,Not Important.,Important,,No,No,No,NONE,NONE
118937473066,Harambee,Retail,Yes,Female,35-44,Yes,No,NOT AWARE,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,MANAGING WELL,,,,,,NONE,,,,,,,,,,,NONE,Important,Important,Not Important.,Important,,No,No,No,NONE,NONE
118937470054,Garissa,Retail,Yes,Male,25-34,Yes,No,not able to participate physically,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Parenting challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,didnt have toll free number,Personal financial management,,,,,,,,,Men Cave/Women Forum,,Parenting and childcare,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,,,,Important,Important,Important,Important,,No,No,Yes,There seems to be an initiative to get feedback from the employees.,Physical counsellors for the surveys 
118937479306,Kikuyu Branch,CASHIER,Yes,Male,25-34,No,No,NEW TO THE TEAM,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Loss and Grief,Not Selected,Not Selected,Not Selected,No,DONT HOW TO  ACCESS,Personal financial management,,,,,,,,,,,,,,,,LOSS AND GRIEF,Urgent,Urgent,Important,Urgent,,Yes,Yes,No,NONE,NONE
118937482998,Kitale Branch,Sales,Yes,Male,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,Personal financial management,,Retirement planning,,,,,,,,,,,,,,NONE,Important,Important,Important,Important,,Yes,Yes,Yes,NONE ,NONE
118937488863,Digo Road Branch,Customer Service,Yes,Male,45-54,Yes,Yes,,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,Personal financial management,Debt management,,Investment,,,,,,,,,,Money matters/Financial coaching and literacy sessions,,,,Urgent,Important,Important,Important,,Yes,Yes,No,NONE,NONE
118937490628,Hurlingham Branch,Customer Service,Yes,Female,45-54,Yes,Yes,,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,,,,,,NONE,,,,,,,Increased awareness sessions on mental health issues,,,,,Important,Urgent,Important,Urgent,,Yes,Yes,Yes,NONE,NONE
118937492555,Kisii Branch,Sales,Yes,Female,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,,,Retirement planning,Investment,,,,,,,,,,,,,STRESS MANAGEMENT,Important,Important,Important,Important,,Yes,Yes,No,NONE,NONE
118937494824,River Road Branch Kianjoya Bulding,Sales,Yes,Female,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,,,,,,NONE,,,,,,,,,,,NONE,Important,Important,Important,Important,,No,No,Yes,NONE,NONE
118937511646,Bishops Gate,Collections,Yes,Female,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,,,,Investment,,,,,,,Building healthy relationships/marriages,Parenting and childcare,,,,Develop a Teens program on contemporary topics,,Important,Urgent,Urgent,Important,,Yes,Yes,No,NONE,NONE
118937513993,Bishops Gate,Collections,Yes,Female,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,,,,Investment,,,,,,,Building healthy relationships/marriages,Parenting and childcare,,,,Develop a Teens program on contemporary topics,,Important,Urgent,Important,Important,,Yes,Yes,No,NONE,NONE
118937516026,Nakuru West Branch,Sales,Yes,Male,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,,,NONE,,,,,,,,,,,NONE,Important,Important,Important,Important,,Yes,No,Yes,NONE,NONE
118937518070,Migori Branch,Sales,Yes,Male,45-54,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,COPING WELL,Personal financial management,,,Investment,,,,,,,,,Increased awareness sessions on mental health issues,,,,,Important,Important,Not Important.,Important,,Yes,Yes,No,NONE,NONE
118937543183,Voi Branch,Sales,Yes,Male,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,Personal financial management,Debt management,Retirement planning,Investment,Financial planning,N,,,,,,,Increased awareness sessions on mental health issues,,,,,Important,Important,Urgent,Important,,Yes,Yes,Yes,NONE,NONE
118937549790,Digo Road Branch,Sales,Yes,Female,45-54,Yes,No,BUSY SCHEDULE,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"Chronic Diseases (nuclear family, parents, other extended family members",Not Selected,No,MANAGING WELL,,,,Investment,Financial planning,,,,,,,,,,,,WORK LIFE INTEGRATION 7,Important,Urgent,Not Important.,Important,,No,No,Yes,INSURANCE COVER IS HELPFUL NOW,NONE
118937562824,Eldoret Branch,Sales,Yes,Male,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,Debt management,Retirement planning,,,,,,,,,,Increased awareness sessions on mental health issues,,,,,Important,Important,Not Important.,Important,,No,No,No,NONE,NONE
118937580007,Kisii Branch,Sales,Yes,Male,35-44,Yes,Yes,,,"Personal challenges (career growth, education)",Work- and work-related stressors,Work-life imbalance,Gen-Z protests,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"Chronic Diseases (nuclear family, parents, other extended family members",Not Selected,No,Work life pressures made him too engaged,Personal financial management,,Retirement planning,Investment,Financial planning,Programs for new team,,Health and well-being including lifestyle diseases,,,,,Increased awareness sessions on mental health issues,,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Urgent,Urgent,Urgent,Urgent,Programs to be scheduled when they are at home,Yes,Yes,Yes,Mental health talks which improved their views on it ,
118937588522,Gilgil Express Branch,Sales,Yes,Male,25-34,Yes,No,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,Was able to manage challanges,,,Retirement planning,,,,,,,,,,,Money matters/Financial coaching and literacy sessions,,,,Not Important.,Not Important.,Important,Urgent,,No,No,Yes,No,
118938280771,Nkrumah Road Branch,Lead Generator (LG),Yes,Female,25-34,No,No,she got employment recently,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Traumatic experiences,Not Selected,Not Selected,Not Selected,Not Selected,No,there is no issue,,,,Investment,Financial planning,,Anxiety/depression,,,,Building healthy relationships/marriages,,,Money matters/Financial coaching and literacy sessions,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Urgent,Urgent,Not Important.,Not Important.,,Yes,Yes,No,,None at the moment
118938303499,Homa Bay Branch,Lead Generator (LG),Yes,Male,25-34,Yes,No,employed recently,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Parenting challenges,Anxiety and depression,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,He has no issue that require counseling,,,,Investment,,,,,,,,,,Money matters/Financial coaching and literacy sessions,,,,Important,Important,Not Important.,Urgent,,No,Yes,No,,None at the moment
118938307838,Nyahururu Branch,Lead Generator (LG),Yes,Female,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,Retirement planning,,,,,Health and well-being including lifestyle diseases,,,,,Increased awareness sessions on mental health issues,,"Building healthy relationships at work (colleagues, team leaders, managers)",,Retreats,Not Important.,Not Important.,Important,Important,,Yes,Yes,Yes,NO,NO
118938309965,Nakuru East Branch,Lead Generator (LG),Yes,Male,25-34,Yes,No,he got employed recently,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,he has no major issue that require counselling,,,,Investment,,,Anxiety/depression,,,Men Cave/Women Forum,,,,Money matters/Financial coaching and literacy sessions,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Urgent,Urgent,Not Important.,Urgent,,No,No,No,,None at the moment
118938312964,Nyeri Branch,Lead Generator (LG),Yes,Female,25-34,Yes,No,she got employed recently,,Not Selected,Not Selected,Not Selected,Gen-Z protests,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,She has no issue that might require counselling,,,Retirement planning,,Financial planning,,Anxiety/depression,,,Men Cave/Women Forum,,Parenting and childcare,,,,,,Urgent,Urgent,Important,Urgent,,Yes,Yes,No,,none at the moment
